id;user;comment;date;mark;adjectives;polarity
10;gavin6942;"forrest gump (tom hanks), while not intelligent, has accidentally been present at many historic moments, but his true love, jenny curran (robin wright), eludes him. this film is fun, funny and touching, if not a little bit sad. if a school wanted to (and no doubt some have), it would be an interesting way to teach the second half of the 20th century. elvis, wallace, the kennedys and more. this is probably the film that ""made"" tom hanks. although he was already big in the 1980s with ""big"" (no pun intended), this was probably the turning point where he went from comedy to serious actor (well, somewhat serious). and it probably remains his most-watched movie of all time (well, besides maybe ""sleepless in seattle"").";4 November 2014;8;['forr', 'intelligent', 'present', 'many', 'historic', 'true', 'fun', 'funny', 'touching', 'little', 'sad', 'interesting', 'second', 'kennedys', 'more', 'big', 'big', 'serious', 'serious', 'sleepless'];0.1379901960784313
11;jboothmillard;"from oscar and golden globe winning, and bafta nominated director robert zemeckis (the back to the future trilogy), this is a remarkable comedy drama based on the novel by winston groom. basically, forrest gump (oscar and golden globe winning, and bafta nominated tom hanks) is the low-intelligence but friendly man on a bus stop bench, and telling his life story to all strangers who sit down. the film is basically chronicles of his life accidentally ending up in big events of america between the 1950's and the 1970's, and finding fame and fortune without wanting or asking for it. these include meeting elvis presley, being put on an american football team for his running speed, meeting president john f. kennedy, joining the army for the vietnam war, becoming a ping pong champion, receiving the congressional medal of honour from president richard nixon, becoming a shrimp boat captain with his own company and running across america for two years. within these adventures in his life, he always thinks of those close to him, the love of his life jenny curran (golden globe nominated robin wright penn), friend lt. dan taylor (oscar and golden globe nominated gary sinise), friend pvt. benjamin buford 'bubba' blue (mykelti williamson) and his mother mrs. gump (bafta nominated sally field), and with his low-intelligence he does not realise the significance of his actions. also starring siobhan fallon as dorothy harris, school bus driver, alexander zemeckis (robert's son) as school bus boy, elizabeth hanks (tom's daughter) as school bus girl and the sixth sense's haley joel osment as forrest gump jr. this is one of those films you cannot ignore, even if some people think not to watch it, but like forrest says ""i don't know if we each have a destiny, or if we're all just floating around accidental-like on a breeze, but i, i think maybe it's both"" (this explains the use of the feather at the beginning and end). personally, this is a film i would definitely recommend to see, and not just because of hanks in what has to be one of his best roles. it won the oscars for best visual effects, best film editing, best writing, screenplay based on material from another medium and best picture, and it was nominated for best art direction-set decoration, best cinematography, best sound effects editing, best makeup, best music for alan silvestri (he should have) and best sound, it won the bafta for best special effects, and it was nominated for best cinematography, best editing, best adapted screenplay, the david lean award for direction and best film, and it won the golden globe for best motion picture - drama, and it was nominated for best original score and best screenplay. tom hanks was number 3 on the 100 greatest movie stars, and he was number 39 on the world's greatest actor, the film was number 40 on 100 years, 100 quotes (""mama always said life was like a box of chocolates. you never know what you're gonna get.""), it was number 11 on the 100 greatest tearjerkers for forrest at jenny's grave, it was number 37 on 100 years, 100 cheers, and it was number 71 on 100 years, 100 movies. very, very good!";11 March 2005;9;['oscar', 'golden', 'future', 'remarkable', 'forr', 'oscar', 'golden', 'low', 'friendly', 'big', 'american', 'congressional', 'own', 'close', 'golden', 'oscar', 'golden', 'low', 'dorothy', 'sixth', 'forr', 'forr', 'good', 'good', 'visual', 'good', 'good', 'medium', 'good', 'good', 'good', 'good', 'sound', 'good', 'good', 'good', 'good', 'special', 'good', 'good', 'good', 'good', 'golden', 'good', 'good', 'original', 'good', 'great', 'great', 'great', 'forr', 'good'];0.5189285714285713
12;ccthemovieman-1;"wow, i found a number of ""good"" and ""bad"" in this movie, too much to go into detail here without writing what looks like a novel, so i'll condense my thoughts with notes here. i don't expect many to agree with me but overall i found this good very good storytelling and a film that stays with you. the good: 1 - a totally unique story back when it was released and still that way, unlike anything else i've seen; 2 - an involving story. you really care about the lead character ""forrest gump,"" who is magnificently played by tom hanks; 3 - the story has a good combination of drama, action and humor; 4 - numerous memorable scenes that you'll never forget, especially if you've seen this more than once; 5 - an excellent 1960s soundtrack; 6 - very interesting characters throughout, with solid performances from gary sinise, robin wright, myketti williamson and sally field; 7 - a realistic look at some of the unflattering people of the 1960s who were not all ""peace and love;"" 8 - a sweet, tear-jerking ending. the bad: 1 - the liberal attitude that having children out of wedlock is just fine is not a good message. (""you didn't do anything wrong, forrest,"" says wright, after he discovered he fathered her child out-of-wedlock); 2 - a blatant anti-gun agenda in which every political shooting is duly noted, along with yet another cheap shot made against richard nixon, hollywood's favorite villain; 3 - the lord's name in vain used 21 times within a 49-minute period, mostly gds by sinise. overall, the ""good"" far outweighs the ""bad,"" making this a truly memorable movie and one that is fairly unfairly blasted by a lot of ""critics."" maybe they didn't like the '60s radicals portrayed in a negative light. that's too bad. i owned this dvd and got rid of it. i'm sorry i did because i'd watch it again and i've seen it three times. love it or hate it - you don't forget it.";16 March 2006;8;['good', 'bad', 'many', 'good', 'good', 'unique', 'lead', 'forr', 'good', 'numerous', 'memorable', 'excellent', 'interesting', 'solid', 'sally', 'realistic', 'unflattering', 'sweet', 'bad', 'liberal', 'fine', 'good', 'wrong', 'forr', 'blatant', 'anti', 'gun', 'political', 'cheap', 'favorite', 'good', 'bad', 'memorable', 'negative', 'bad', 'sorry'];0.1717261904761905
13;Quinoa1984;winston groom's forrest gump was a novel that was complicated, but (oscar winning) director robert zemeckis brings events together with visual effects that boggle even george lucas. and leading the film in this odyssey of american life is tom hanks playing gump (he won his second oscar for his portrayal) in a film that shows one man who goes through many events in history to find the one he loves. well done, well acted, and well directed to pythagorean procision. a++;1 April 2000;10;['forr', 'visual', 'american', 'second', 'many'];0.125
14;tavm;when i originally watched this with my mom 20 years ago, we both were pretty touched by the events of forrest gump's life and the way he handled things. so now, watching this in imax with my movie theatre-working friend, it's the same feelings all over again but now having some additional life experiences, one notices things one hadn't thought of before. like how the first person who sits with forrest on the park bench is so uninterested in his story she takes the wrong bus and admits it to him while the last one who sits with him doesn't take her scheduled one because she's so immersed in hearing about his life! or how jenny realizes how much she truly loves him despite the way she sometimes treated him. robert zemeckis truly made a very compelling picture. and tom hanks delivered a wonderful performance worthy of a second oscar win. nice humorous stuff involving hanks mixed in real news footage of the various presidents. and great music soundtrack to mark the times they lived in. oh, and i loved the supporting cast of mykelti williamson, sally field, gary sinise, and robin wright as jenny. with all that said, i'll now just say that forrest gump is worth all the praise and adulation it has gotten over the years.;9 September 2014;10;['forr', 'imax', 'same', 'additional', 'first', 'forr', 'uninterested', 'wrong', 'last', 'compelling', 'wonderful', 'worthy', 'second', 'nice', 'humorous', 'real', 'various', 'great', 'forr', 'worth'];0.2756410256410256
15;ComedyFan2010;"the movie is a bit over-hyped. and i do think that pulp fiction should have gotten the academy award that year. but there are many times when i disagreed with the winner and this is the one time where i am not too upset because it is still a great movie. it shows us the history through the eyes of forrest hump. he has a low iq and this makes them look at things with the eyes of an innocent and pure person. i disagree with the people who believe that the message of the movie is that one should never question authority. forrest doesn't just follow. while he doesn't analyze his actions much, he usually does what he feels like. he does save lt. taylor even though he is telling him to leave him. he has a bunch of people following him on his run, which i think is another example where it shows that one should not just follow but try to understand why. and i never saw jenny as a bad character. she was an abused person trying to find herself. her death is not some kind of punishment for her actions and the fact that she was fighting for social changes. it is just a ""part of life"", and her life ends well because at the end of it she is finally at peace with herself. she lived a life that she wanted and at the end had a family and realized that forrest is the one who loved her more than anyone even though she used to think that he doesn't know what love is. the acting is very good. i loved robyn wright as jenny and gary sinise as ltd. taylor. i don't think it is a political propaganda of any kind. i don't know what the political beliefs of the director are, but i didn't feel it was pushing us in any way. the movie has many messages. one would be to take all of lives opportunities. that even when it seems like nothing good will happen it might. that one should fight for what one believes in. that one can find love in the most unusual places it is a very sweet movie. one shouldn't take it to seriously, analyze it on a political level or wait for it to be believable. it is very unique and interesting. a bit too long and too sweet maybe, it is still very good";10 July 2010;8;['many', 'upset', 'great', 'forr', 'low', 'innocent', 'pure', 'forr', 'bad', 'social', 'forr', 'more', 'good', 'political', 'political', 'many', 'good', 'unusual', 'sweet', 'political', 'believable', 'unique', 'interesting', 'long', 'sweet', 'good'];0.3033008658008658
16;edwagreen;"oscar-winning film of 1994 with an amazing award winning performance by tom hanks. it's the story of a slow young man who just seems to be in the right place while monumental events are taking place in this nation's history. hanks has never been better. his slowness is beautifully realized and then audiences know that he is far from the slow person that he is attempting to depict. sally field, as his mother, is equally superb and should have been rewarded with at least a supporting oscar nomination. it was amazing that the academy overlooked her brilliant performance. gary sinise's performance as the soldier who ultimately is crippled is also splendid. life is certainly like a box of chocolates. you know what you're going to get. with ""forrest gump,"" you will get the best of the best chocolates.";26 February 2006;10;['amazing', 'slow', 'young', 'right', 'monumental', 'well', 'slow', 'superb', 'least', 'amazing', 'brilliant', 'crippled', 'splendid', 'forr', 'good', 'good'];0.4015873015873016
17;Calicodreamin;a decent movie in terms of storyline and production value. the characters are well cast and well acted and the story flows easily through the life of forrest. some cinematic shots.;24 January 2022;7;['decent', 'forr', 'cinematic'];0.0833333333333333
18;hitchcockthelegend;forrest gump, from a humble afflicted childhood, and with a low iq, goes on to play a major part in the history of the second part of the 20th century. forrest gump is one of those movies that comes along every once in a while to light a fuse under the movie worlds bottom! the sort of film that has evident flaws yet packs in so much charm, wit, intelligence and sentiment to make it really difficult to dislike with any sort of conviction. even those with an aversion to the talent of tom hanks would surely be kidding themselves if they honestly fail to see that hanks, as gump, gives anything less than an extraordinary performance. what made forrest gump such a well loved picture? garnering 5 golden baldies at the academy awards {three of them the main ones} and earning a staggering $677,387,716 worldwide after being made for the now relatively paltry sum of $55 million? personally i think it has a little of everything that a film watcher wants in a picture, it sure does have things many dislike {the romantic arc, the overdose of sugary sentiment}, but as forrest lurches from each apparently none-plussed situation to another, the air of the underdog coming thru triumphant sticks in the craw, but, in a most appetising way. we are in the company of a perfectly honest, simple and innocent man, he may not know it, but forrest gump has become a champion of the people, both in the film and to us the movie loving public. if by some miracle you still haven't seen forrest gump, then i urge you to do so, it may not resonate with you as much as it did/does the majority {argue with the box office i say}, but for towering performances by tom hanks and gary sinise, and for being a clever movie with its finger on the pulse of hollywood, forrest gump has few peers. 9/10;2 March 2009;9;['forr', 'humble', 'afflicted', 'low', 'major', 'second', 'forr', 'evident', 'much', 'difficult', 'less', 'extraordinary', 'forr', 'golden', 'main', 'staggering', 'little', 'many', 'romantic', 'sugary', 'forr', 'triumphant', 'appetising', 'honest', 'simple', 'innocent', 'forr', 'forr', 'clever', 'forr', 'few'];0.0902777777777777
19;Theo Robertson;i remember the bbc coverage of the oscars in 1995 . barry norman was asking the brits in hollywood - among them tracey ullman and alan parker - what they thought of the years nominations and the british view was unanimous that forrest gump was nothing more than an overated mediocre movie . after seeing the film for myself i've got to agree with the standard british view - this is an overated mediocre movie it's impossible to believe anyone outside america could love this movie . the overated ( third time i've used that word in this review ! ) tom hanks plays forrest the local town idiot who experiences many of the truimphs and torments of 1950s 60s and 70s america , and it's all produced , played and written in a sickly sweet way , so sickly sweet you should watch this with a bucket in your hand so you don't get any vomit on the carpet. amazing fact . both american and non american voters on this site give forrest gump an identical voter average - 8.1 . i'm at a loss to explain this;11 September 2003;4;['british', 'unanimous', 'forr', 'more', 'overated', 'mediocre', 'standard', 'british', 'overated', 'mediocre', 'impossible', 'overated', 'third', 'forr', 'local', 'many', 'sickly', 'sweet', 'sweet', 'amazing', 'non', 'american', 'forr', 'identical'];0.0452380952380952
20;bevo-13678;i like the bit where he drank all those dr peppers and had to do a wee;29 March 2020;10;[];0.0
21;LeonLouisRicci;"almost anyone can become amazingly successful in america, just look at those who have run for president and vice president of the united states and some have actually won. arguably not our best and brightest. this is excellent entertainment, but could be dangerous entertainment. it's like those infamous subliminal messages you hear about that enter the subconscious without your consent or knowledge. in this movie nothing is hidden, it is unabashedly up-front about its intent. this is a fun film but be advised. it has a political and social agenda. in one of the first scenes the audience is shown how forrest got his name. from one of the founders of the ku klux klan. and we're off and running. gump's unanswered love for his sweetheart jenny is hammered home throughout and she, along with any other liberals are treated here with contempt and her behavior towards forrest gump is more than contemptful, it is hateful until the bitter end in this ""sweet"" movie. if this film is approached with just a little cultural awareness and realize that it is manipulating the audience on all levels, it can be enjoyed as a philosophical point of view on any number of subjects. but the filmmakers know that most folks are not that discerning and therein lies the danger.";20 January 2014;8;['successful', 'good', 'bright', 'excellent', 'dangerous', 'infamous', 'subliminal', 'subconscious', 'up', 'fun', 'political', 'social', 'first', 'forr', 'unanswered', 'other', 'forr', 'more', 'contemptful', 'hateful', 'bitter', 'sweet', 'little', 'cultural', 'philosophical', 'most'];0.1785416666666666
